file,loai,stt,title,so_tu,trung_lap,loi,url
kich-ban/0083-cop-dragged-black-man-across-floor-at-grocery-store-security.md,long,43,Cop Dragged Black Man Across Floor at Grocery Store — Security Video Ended His Career,7701,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.f1hqnbswbqa4
short/0084-black-janitor-quietly-observed-what-no-doctor-saw-her-discov.md,short,43,Black Janitor Quietly Observed What No Doctor Saw — Her Discovery Saved CEO From Death,453,False,False,https://docs.google.com/document/d/1qQz3iDTj2MkeX6K81pnDP1HgMmxeDeeaYNlsKyo8gh0/edit?tab=t.0
kich-ban/0085-billionaire-stopped-when-he-heard-a-homeless-black-girl-sing.md,long,44,Billionaire Stopped When He Heard a Homeless Black Girl Singing — Then He Learned the Truth,7914,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.dixo7om8ur5f
short/0086-restaurant-manager-called-black-woman-homeless-trash-nearly.md,short,44,"Restaurant Manager Called Black Woman ""Homeless Trash"" — Nearly Fainted When She Owns Entire Chain",417,False,False,https://docs.google.com/document/d/1Ehvbj9ZWYHZKKpkwLbsKKOP8pTIP1pz6cMsOPuwHsto/edit?usp=sharing
kich-ban/0087-millionaire-sat-alone-at-terminal-until-black-kid-did-someth.md,long,45,Millionaire Sat Alone at Terminal — Until Black Kid Did Something No One Expected,8066,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.xfd0ydx1jlhh
short/0088-manager-yelled-at-black-waitress-helping-fallen-woman-nearly.md,short,45,Manager Yelled at Black Waitress Helping Fallen Woman — Nearly Fainted When She's Billionaire's Mom,409,False,False,https://docs.google.com/document/d/12smBWniNJyekC93SVe2CXwVEbL8bX4Im21ixgQ7Vgms/edit?usp=sharing
kich-ban/0089-cop-dragged-black-elderly-woman-out-turns-out-she-was-police.md,long,46,Cop Dragged Black Elderly Woman Out — Turns Out She Was Police Chief's Mother,7774,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.vmeuyj9ujbql'
short/0090-captain-had-heart-attack-jet-shaking-poor-black-boy-took-pil.md,short,46,"Captain Had Heart Attack, Jet Shaking — Poor Black Boy Took Pilot Seat… Changed Everything",401,False,False,https://docs.google.com/document/d/1YUPH3OmnZXnQQ1rlcjP1tHZHXSemkok03C3TVcU-9O0/edit?usp=sharing
kich-ban/0091-judge-mocked-black-woman-s-appearance-in-court-then-she-spok.md,long,47,Judge Mocked Black Woman's Appearance in Court — Then She Spoke Three Words That Ended Everything,7321,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.ph9ku8so8tqd
short/0092-cop-tackled-black-man-at-airport-went-pale-when-he-s-federal.md,short,47,Cop Tackled Black Man at Airport — Went Pale When He's Federal Judge Who Reviews Police Cases,389,False,False,https://docs.google.com/document/d/1cyLvrUjrdqnPB4d0az6r9fTD9pW1RALVi5wEg2Qa6po/edit?usp=sharing
kich-ban/0093-black-maid-s-daughter-paid-old-lady-s-bus-fare-next-day-bill.md,long,48,"Black Maid's Daughter Paid Old Lady's Bus Fare — Next Day, Billionaire Knocked on Her Door",7583,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.ty15v3upolbf'
short/0094-billionaire-called-police-on-wedding-crasher-officer-checked.md,short,48,"Billionaire Called Police on ""Wedding Crasher"" — Officer Checked ID: ""Sir, She Owns This Place""",423,False,False,https://docs.google.com/document/d/1cvUhMqixUj3vo-uDzfCdAC5AfCgr2uw481lf2r-EOHc/edit?usp=sharing
kich-ban/0095-sheriff-hit-black-grandma-in-restaurant-then-someone-walked.md,long,49,Sheriff Hit Black Grandma in Restaurant — Then Someone Walked In That Made Him Go Pale,7838,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.nszgks66921v
short/0096-try-i-dare-you-principal-challenged-black-student-had-no-ide.md,short,49,"“Try, I Dare You” — Principal Challenged Black Student, Had No Idea He Was a Saxophone Prodigy",423,False,False,https://docs.google.com/document/d/183cMKAHhYRtKp5phniFELAhY85IXxeF1aQMr2Y31BOo/edit?usp=sharing
kich-ban/0097-gate-agent-denied-black-woman-boarding-then-8-year-old-black.md,long,50,Gate Agent Denied Black Woman Boarding — Then 8-Year-Old Black Girl Did the Unthinkable,7449,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.uvg5q3q5cdms
short/0098-flight-attendant-had-black-man-arrested-face-drained-when-he.md,short,50,Flight Attendant Had Black Man Arrested — Face Drained When He's FBI Agent Investigating Airline,414,False,False,https://docs.google.com/document/d/1KTVQ_QANkvmuBNmm8vcDu86bZKAKsYZPh0mW60FNbVM/edit?usp=sharing
kich-ban/0099-police-slammed-black-doctor-against-wall-she-was-only-surgeo.md,long,51,Police Slammed Black Doctor Against Wall — She Was Only Surgeon Who Could Save Chief's Wife,7854,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.kfp90e9gypp7
short/0100-magician-performing-black-kid-yelled-that-s-easy-crowd-laugh.md,short,51,"Magician Performing, Black Kid Yelled ""That's Easy"" — Crowd Laughed… Until Boy Did It Blindfolded",382,False,False,https://docs.google.com/document/d/1jZ88cIIf_YwuzgKZ7J6hoK8_sh-NvwuUeuk1W0TINXE/edit?usp=sharing
kich-ban/0101-airport-clerk-laughed-at-black-woman-s-english-went-pale-lea.md,long,52,Airport Clerk Laughed at Black Woman's English — Went Pale Learning She Controls $950M Travel Group,7823,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.otg2g8cphifi
short/0102-police-arrested-billionaire-before-his-twins-what-black-maid.md,short,52,Police Arrested Billionaire Before His Twins — What Black Maid Did Left Everyone in Tears,409,False,False,https://docs.google.com/document/d/1wAJqzTX7U2Ypop5Qz20yq41S79FTRvgVz_wVZAGObmM/edit?usp=sharing
kich-ban/0103-black-inmate-fed-starving-rookie-his-food-nobody-expected-wh.md,long,53,Black Inmate Fed Starving Rookie His Food — Nobody Expected Who That Man Would Become,7920,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.aegz5t1aqpw5
short/0104-billionaire-faked-coma-after-crash-black-maid-said-don-t-tru.md,short,53,"Billionaire Faked Coma After Crash — Black Maid Said ""Don't Trust Her Medicine,"" Saved His Life",365,False,False,https://docs.google.com/document/d/1Dkn8z_S2OO4PaX9api2H6UD1w7qB03v0ZjR4UYzai0c/edit?usp=sharing
kich-ban/0105-ceo-mocked-fix-this-and-i-ll-give-you-300m-what-maid-s-daugh.md,long,54,"CEO Mocked ""Fix This And I'll Give You $300M"" — What Maid's Daughter Did Left Him Stunned",7326,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.184hm52lvn8h
short/0106-millionaire-challenged-black-maid-translate-ancient-text-tak.md,short,54,"Millionaire Challenged Black Maid ""Translate Ancient Text, Take $100K"" — She Did… His Face Went Pale",373,False,False,https://docs.google.com/document/d/1cd6LcOmnXizoiTmwEyKtcX8DoEUh8yOlaMMprbZh-TU/edit?usp=sharing
kich-ban/0107-staff-threw-coke-at-black-woman-in-rags-she-was-billionaire.md,long,55,Staff Threw Coke at Black Woman in Rags — She Was Billionaire's Wife Coming From Charity,7877,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.x0ims7htgogh
short/0108-patients-watched-rich-woman-slap-black-nurse-panic-spread-wh.md,short,55,Patients Watched Rich Woman Slap Black Nurse — Panic Spread When They Knew Who Nurse's Fiancé Is,405,False,False,https://docs.google.com/document/d/1Qu6lKkb-sYpTwRv57KXJauTBCXKP4gWc3GW7_fzKaik/edit?usp=sharing
kich-ban/0109-black-woman-took-in-3-boys-no-one-wanted-what-they-did-when.md,long,56,Black Woman Took In 3 Boys No One Wanted — What They Did When They Came Back Shocked Town,7133,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.ha8p0fgbea4b
short/0110-officer-slammed-black-man-against-wall-hands-trembled-when-f.md,short,56,Officer Slammed Black Man Against Wall — Hands Trembled When FBI Badge Fell From Wallet,428,False,False,https://docs.google.com/document/d/1dnwPbbuyG7r6jzvUw3fGjkylCNHXaMM2-sklFuRHfnk/edit?usp=sharing
kich-ban/0111-husband-humiliated-black-wife-in-court-entire-room-gasped-wh.md,long,57,Husband Humiliated Black Wife in Court — Entire Room Gasped When Her Mother Entered as Judge,7796,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.dpf0scjdnlja
short/0112-flight-attendant-slapped-black-woman-onboard-suddenly-crew-s.md,short,57,"Flight Attendant Slapped Black Woman Onboard — Suddenly, Crew Stood and Saluted ""Good Morning, Boss""",409,False,False,https://docs.google.com/document/d/1dzCxCFJI3GuTp889fPsk8fhVN_mUp7ZgLvJyr1NGei0/edit?usp=sharing
kich-ban/0113-bullies-invited-black-ceo-to-10-year-reunion-to-mock-him-but.md,long,58,Bullies Invited Black CEO to 10-Year Reunion to Mock Him — But They Work for Companies He Owns,7808,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.3g4mfw45y8zs
short/0114-panel-laughed-at-boy-s-high-voice-too-feminine-went-silent-w.md,short,58,"Panel Laughed at Boy's High Voice ""Too Feminine"" — Went Silent When Range Shattered Expectations",399,False,False,https://docs.google.com/document/d/1LoaHlUa4cevifR9tUxOcgOH7o-Kedu4NMZmkLOiiIWo/edit?usp=sharing
kich-ban/0115-30-cops-targeted-black-woman-s-home-went-pale-when-pentagon.md,long,59,"30 Cops Targeted Black Woman's Home — Went Pale When Pentagon Said ""She Outranks Your Mayor""",7507,False,False,https://docs.google.com/document/d/1IE7Vb8SnNnAVPHQvD1fpfW4aLYvEgZILxGfz0GQDeeg/edit?hl=vi&tab=t.b9xmon5p2hq0
short/0116-rich-jockeys-threw-coins-at-black-beggar-until-the-killer-ho.md,short,59,Rich Jockeys Threw Coins at Black Beggar — Until the Killer Horse Knelt at His Whisper,408,False,False,https://docs.google.com/document/d/1p_FctVSmZPcp_7F-OLIt2aJfXmsGOfxGPgTTqYArq6E/edit?usp=sharing
kich-ban/0117-judge-mocked-black-woman-ghetto-trash-in-court-knees-buckled.md,long,60,"Judge Mocked Black Woman ""Ghetto Trash"" in Court — Knees Buckled Hearing She Outranks Him",7665,False,False,https://docs.google.com/document/d/1JvJqpiGlOea2gGkUeD7aJhCgYMS5SzjBbPAM0YBsByY/edit?hl=vi&tab=t.0
short/0118-no-one-will-save-you-white-man-smashed-black-man-s-phone-the.md,short,60,"""No One Will Save You!"" White Man Smashed Black Man's Phone — Then a Pentagon Chopper Landed",351,False,False,https://docs.google.com/document/d/1ZECc1yqvnMw50l7MyfZkJUIiEJME69rj6e3CWvaigOI/edit?usp=sharing
kich-ban/0119-husband-called-wife-worthless-at-her-mother-s-funeral-froze.md,long,61,"Husband Called Wife ""Worthless"" at Her Mother's Funeral — Froze When Lawyer Read $100B Inheritance",7881,False,False,https://docs.google.com/document/d/1JvJqpiGlOea2gGkUeD7aJhCgYMS5SzjBbPAM0YBsByY/edit?hl=vi&tab=t.2g86pweh3nwk
short/0120-police-chief-handcuffed-black-man-at-a-coffee-shop-unaware-i.md,short,61,Police Chief Handcuffed Black Man at a Coffee Shop — Unaware It Was a Sting He'd Planned for Years,358,False,False,https://docs.google.com/document/d/1kRg4URKZLw56IACI26VSxmkvDEyoDtztcwHqHKPBv8s/edit?usp=sharing
kich-ban/0121-black-boy-said-i-ll-win-100m-in-3-pitches-coach-laughed-unti.md,long,62,"Black Boy Said ""I'll Win $100M in 3 Pitches"" — Coach Laughed Until Kid Struck Out MLB Champion",7871,False,False,https://docs.google.com/document/d/1JvJqpiGlOea2gGkUeD7aJhCgYMS5SzjBbPAM0YBsByY/edit?hl=vi&tab=t.edzscuiyts1l
short/0122-stick-to-mopping-execs-threw-trash-at-black-woman-until-her.md,short,62,"""Stick to Mopping!"" Execs Threw Trash at Black Woman — Until Her Mandarin Saved a Dying $50M Deal",343,False,False,https://docs.google.com/document/d/1Lk_YloFAKbMAggXyTBtkF-hktXBeZypQ4RDqjVK_spw/edit?usp=sharing
kich-ban/0123-security-dragged-black-pilot-from-cockpit-what-she-did-next.md,long,63,Security Dragged Black Pilot from Cockpit — What She Did Next Left Entire Airline Speechless,7746,False,False,https://docs.google.com/document/d/1JvJqpiGlOea2gGkUeD7aJhCgYMS5SzjBbPAM0YBsByY/edit?hl=vi&tab=t.ib3rx9q8rpgn
short/0124-bride-tore-black-woman-s-dress-at-her-wedding-unaware-she-wa.md,short,63,Bride Tore Black Woman's Dress at Her Wedding — Unaware She Was Her Husband's Billionaire Investor,356,False,False,https://docs.google.com/document/d/1uQW8mDiUjgGSP2HvFdTXzdVNgAehWpuJS4nrIhzqLkI/edit?usp=sharing
kich-ban/0125-black-woman-pulled-frozen-boy-from-blizzard-next-morning-20.md,long,64,"Black Woman Pulled Frozen Boy from Blizzard — Next Morning, 20 Black SUVs Parked Outside",8093,False,False,https://docs.google.com/document/d/1JvJqpiGlOea2gGkUeD7aJhCgYMS5SzjBbPAM0YBsByY/edit?hl=vi&tab=t.sfonvoqtmazn
short/0126-black-woman-tore-monkey-off-her-plane-seat-then-her-photo-sp.md,short,64,Black Woman Tore 'MONKEY' Off Her Plane Seat — Then Her Photo Sparked a Global Anti-Racism Movement,359,False,False,https://docs.google.com/document/d/1wWUv7wp1du_SFaOvv-95wyt_HoWBUDhfr13IFTSt9pA/edit?usp=sharing
kich-ban/0127-billionaire-used-japanese-to-insult-black-waitress-nearly-ch.md,long,65,Billionaire Used Japanese to Insult Black Waitress — Nearly Choked When She Spoke Back Fluently,7364,False,False,https://docs.google.com/document/d/1oUTbTVrkilbGv7EPW4vw4_Qx-SQIVrUQj6bvSWtg1rg/edit?tab=t.0
short/0128-white-billionaire-burned-black-woman-s-flower-shop-unaware-s.md,short,65,White Billionaire Burned Black Woman's Flower Shop — Unaware She Was His Mother's Life Saver,378,False,False,https://docs.google.com/document/d/1PjaLkLb0asa99WNeDebBsbY5rKPhRnBp4vybFFfnxtI/edit?usp=sharing
kich-ban/0129-clerk-tore-up-black-woman-s-reservation-nearly-wet-himself-w.md,long,66,Clerk Tore Up Black Woman's Reservation — Nearly Wet Himself When He Found Out She Owned the Hotel,7682,False,False,https://docs.google.com/document/d/1yjMxFRyNVl3Gvegj-WHuv8-UXtRwweGc_rqtVfOvZmk/edit?tab=t.0
short/0130-prove-it-principal-threw-violin-at-black-boy-never-expecting.md,short,66,"""Prove It!' Principal Threw Violin at Black Boy — Never Expecting a Legendary Maestro's Protégé",387,False,False,https://docs.google.com/document/d/1ZudDlVednLDQjMfMjT9YGd9qy1WSpSGiNoSSoDRi2rQ/edit?usp=sharing
kich-ban/0131-teacher-gave-black-student-zero-on-perfect-test-parent-s-ema.md,long,67,Teacher Gave Black Student Zero on Perfect Test — Parent's Email Revealed Her Racism,7417,False,False,https://docs.google.com/document/d/1CzKrNHv2SNmuIO9sdie6wKEePSmb_gFznOnZ92JC1RE/edit?tab=t.0
short/0132-ceo-yelled-told-black-waitress-you-re-stupid-then-lost-1b-de.md,short,67,"CEO Yelled Told Black Waitress  ""You're Stupid"" — Then Lost $1B Deal, Company Bankrupted",401,False,False,https://docs.google.com/document/d/1pE4tmrpZz_jicTG2CGks00J-YgwB-fqQ23pj6PXSERM/edit?usp=sharing
kich-ban/0133-not-one-surgeon-could-save-billionaire-s-wife-until-black-cl.md,long,68,Not One Surgeon Could Save Billionaire's Wife — Until Black Cleaning Lady Stepped In Bare-Handed,8050,False,False,https://docs.google.com/document/d/1Xbt4I_tsQNFzg7GB9OjVSZ0yIkoaLZQ5dDWA14W7RvU/edit?tab=t.0
short/0134-black-girl-returned-white-man-s-diamond-necklace-never-expec.md,short,68,Black Girl Returned White Man's Diamond Necklace — Never Expecting a Name He'd Buried 5 Years Ago,380,False,False,https://docs.google.com/document/d/1Qs9DMkHNeok_ufDDIWBprslTs6xzJ7BvWJHgKRvRF9Q/edit?usp=sharing
kich-ban/0135-billionaire-couldn-t-believe-mother-leaning-on-homeless-teen.md,long,69,"Billionaire Couldn't Believe Mother Leaning on Homeless Teen — Rushed Over, She Said ""He's My Hero""",7847,False,False,https://docs.google.com/document/d/1evNVGB9aKh5Zsd53Lbucgq1MZIE2WYFao2--4Sd2fPk/edit?tab=t.0
short/0136-black-homeless-girl-i-can-fix-jet-billionaire-laughed-50-mec.md,short,69,"Black Homeless Girl ""I Can Fix Jet"" — Billionaire Laughed, 50 Mechanics Failed, She Did",375,False,False,https://docs.google.com/document/d/1IyhGvppcoRlsgQKIemrYpcwwSn5xaJrD1D1fnHS05HU/edit?usp=sharing
kich-ban/0137-black-janitor-quietly-observed-what-no-doctor-saw-her-discov.md,long,70,Black Janitor Quietly Observed What No Doctor Saw — Her Discovery Saved CEO From Death,7565,False,False,https://docs.google.com/document/d/1SpqNkhtxn85DPoWWBg6N4ZHHgzGxFIPzhRSJIQZOh-M/edit?tab=t.0
short/0138-undercover-billionaire-ordered-food-then-black-waitress-wrot.md,short,70,"Undercover Billionaire Ordered Food — Then Black Waitress Wrote 3 Words, He Froze",369,False,False,https://docs.google.com/document/d/1_mucXVH6x1VA4JMNM8CoTPsT83nlROotNexa6_cwgG0/edit?usp=sharing
kich-ban/0139-restaurant-manager-called-black-woman-homeless-trash-nearly.md,long,71,"Restaurant Manager Called Black Woman ""Homeless Trash"" — Nearly Fainted When She Owns Entire Chain",7529,False,False,https://docs.google.com/document/d/1BKzZHG28ZohVNhRGSfSlt3VA6u08z5SnhVlnYkmg-0U/edit?tab=t.0
short/0140-undercover-ceo-follows-black-dishwasher-home-what-he-sees-th.md,short,71,Undercover CEO Follows Black Dishwasher Home — What He Sees Through the Window Brings Him to Tears,386,False,False,https://docs.google.com/document/d/1I4oQYRImnjHVeN9CsGsS7lLgiw4x3wT89VP5qg3nxLA/edit?usp=sharing
kich-ban/0141-manager-yelled-at-black-waitress-helping-fallen-woman-nearly.md,long,72,Manager Yelled at Black Waitress Helping Fallen Woman — Nearly Fainted When She's Billionaire's Mom,7797,False,False,https://docs.google.com/document/d/1i8Ko1zJKXsYW7E10Ls3shusKlxbj_A9PHFntFWeIwkY/edit?tab=t.0
short/0142-bank-manager-tore-up-black-women-s-20m-check-then-her-boss-s.md,short,72,"Bank Manager Tore Up Black Women's $20M Check — Then Her Boss Said ""She Owns Bank""",401,False,False,https://docs.google.com/document/d/1vp6L1JNSwq2xxUFS_5e-Y_y_ARbzKgNXZJM8nVNLZhU/edit?usp=sharing
kich-ban/0143-captain-had-heart-attack-jet-shaking-poor-black-boy-took-pil.md,long,73,"Captain Had Heart Attack, Jet Shaking — Poor Black Boy Took Pilot Seat… Changed Everything",7789,False,False,https://docs.google.com/document/d/1-6Ny9kGEk591HNa5S24t7ETUnp69Xa21mSpAlS-whOY/edit?tab=t.0
short/0144-guards-threw-black-boy-out-for-bringing-his-grandma-dinner-y.md,short,73,"Guards Threw Black Boy Out for Bringing His Grandma Dinner — Years Later, He Owns the Building",394,False,False,https://docs.google.com/document/d/19QK9vpXS6i00CXJJOCWVpolemFtutRCOEvq3Mky0hC8/edit?usp=sharing
kich-ban/0145-judge-laughed-when-9-year-old-became-dad-s-lawyer-stopped-la.md,long,74,Judge Laughed When 9-Year-Old Became Dad's Lawyer — Stopped Laughing When She Won Case,7334,False,False,https://docs.google.com/document/d/12hCKGF2Hhs7F6PIjoemdecDZM_YuACGHiYl6uhY5YqM/edit?usp=sharing
short/0146-she-can-t-count-prof-mocks-at-black-teen-at-columbia-until-s.md,short,74,"""She Can't Count!"" Prof Mocks at Black Teen at Columbia — Until She Proves a Theorem He's Never Seen",387,False,False,https://docs.google.com/document/d/19SjFWd6_O6HuzEPCRUvWqE7snbJ5WPRIIN9UtLqDDbI/edit?usp=sharing
kich-ban/0147-cop-tackled-black-man-at-airport-went-pale-when-he-s-federal.md,long,75,Cop Tackled Black Man at Airport — Went Pale When He's Federal Judge Who Reviews Police Cases,7450,False,False,https://docs.google.com/document/d/1sPtrOTTtMkaKEYlWZhmddd5MjURDCDj_XbOgCSgEe2U/edit?tab=t.0
short/0148-cop-steals-189k-from-black-drivers-for-14-years-until-he-sto.md,short,75,Cop Steals $189K from Black Drivers for 14 Years — Until He Stops a Black Man Driving Undercover,385,False,False,https://docs.google.com/document/d/1vPXnNnHiwT7VMqi09_abX3GouyYWs_btX0gu-PLTaYc/edit?usp=sharing
kich-ban/0149-billionaire-called-police-on-wedding-crasher-officer-checked.md,long,76,"Billionaire Called Police on ""Wedding Crasher"" — Officer Checked ID: ""Sir, She Owns This Place""",7557,False,False,https://docs.google.com/document/d/1FwvrzWzDmLsFT6Pae76lRz3vWRdG0Jz5NvurQibF6og/edit?tab=t.0
short/0150-black-driver-performs-6-minutes-of-cpr-on-woman-in-rain-what.md,short,,Black Driver Performs 6 Minutes of CPR on Woman in Rain— What Happened After Changed His Entire Life,392,False,False,https://docs.google.com/document/d/1F80eLxbhrr1IDswG0q6xbfetGWPFTw9qUTANoyYvROA/edit?usp=sharing
kich-ban/0151-try-i-dare-you-principal-challenged-black-student-had-no-ide.md,long,77,"“Try, I Dare You” — Principal Challenged Black Student, Had No Idea He Was a Saxophone Prodigy",7444,False,False,https://docs.google.com/document/d/1cw1NNgIRbEeyR2ynoo_0yej_Mk4On5GjoaEi6WW2kjw/edit?usp=sharing
short/0152-monkey-in-uniform-recruits-mock-black-woman-at-formation-unt.md,short,,"""Monkey in Uniform!"" Recruits Mock Black Woman at Formation — Until She Gives Their First Order",367,False,False,https://docs.google.com/document/d/1B45gSaqziLeZVfYq8cUXNAxWY1oiwXzWZz3yUD1g8wE/edit?usp=sharing
kich-ban/0153-flight-attendant-had-black-man-arrested-face-drained-when-he.md,long,78,Flight Attendant Had Black Man Arrested — Face Drained When He's FBI Agent Investigating Airline,7770,False,False,https://docs.google.com/document/d/1czqOXbBUOf8WYU-L61WF_OySIYnenx_yXlkfniPF_tg/edit?usp=sharing
short/0154-cop-demands-500-weekly-from-black-vendor-face-goes-white-whe.md,short,,Cop Demands $500 Weekly From Black Vendor — Face Goes White When 'Vendor' Pulls Out FBI Badge,371,False,False,https://docs.google.com/document/d/1lLyq-HklGck0LU2v_guec8f-ENmf6Rn9Lmc8A_hk3LA/edit?usp=sharing
kich-ban/0155-magician-performing-black-kid-yelled-that-s-easy-crowd-laugh.md,long,79,"Magician Performing, Black Kid Yelled ""That's Easy"" — Crowd Laughed… Until Boy Did It Blindfolded",7300,False,False,https://docs.google.com/document/d/1W85ZyAcQ6Y9cHnlO6fFzvr0w44_b5-v-xC9bohiA1Kw/edit?usp=sharing
short/0156-i-can-prove-it-black-girl-defends-billionaire-in-court-what.md,short,,I Can Prove It!' Black Girl Defends Billionaire in Court — What's in Her Backpack Changed Everything,383,False,False,https://docs.google.com/document/d/1-VzoAoDJahPfXtIyf2p6Iwp4IGkPrex0XRlDpbajlmA/edit?usp=sharing
kich-ban/0157-police-arrested-billionaire-before-his-twins-what-black-maid.md,long,80,Police Arrested Billionaire Before His Twins — What Black Maid Did Left Everyone in Tears,7954,False,False,https://docs.google.com/document/d/113udCNSjYTf2YL51zliX_k-PpjrTdYOCgGmLt24iSpM/edit?usp=sharing
short/0158-don-t-move-black-maid-pulls-billionaire-into-closet-at-2-am.md,short,,"""Don't Move!"" Black Maid Pulls Billionaire Into Closet at 2 AM — Unaware It Changes Both Their Lives",411,False,False,https://docs.google.com/document/d/17gW35BKsPes5Q6y1sTqUzjk7MetRaT5LJJCb6y8CJK8/edit?usp=sharing
kich-ban/0159-billionaire-faked-coma-after-crash-black-maid-said-don-t-tru.md,long,81,"Billionaire Faked Coma After Crash — Black Maid Said ""Don't Trust Her Medicine,"" Saved His Life",7548,False,False,https://docs.google.com/document/d/1j7rROGv6ivJmaa_Fv8IGnjjxmL1Ml13laQLk92Vsi_E/edit?usp=sharing
short/0160-eyes-down-lawyer-snaps-at-black-waitress-then-her-napkin-not.md,short,,"""Eyes Down!"" Lawyer Snaps at Black Waitress — Then Her Napkin Note Kills His $500M Deal",388,False,False,https://docs.google.com/document/d/12XFtvrKBWxb8D7A5vfJBlI28laDB8pyd5Yl4Z5RpSZo/edit?usp=sharing
kich-ban/0161-millionaire-challenged-black-maid-translate-ancient-text-tak.md,long,82,"Millionaire Challenged Black Maid ""Translate Ancient Text, Take $100K"" — She Did… His Face Went Pale",7309,False,False,https://docs.google.com/document/d/1yEZWeP_Hg5OCoje9Qx39c-jg-f52EDxo7q7JlfBJ3hA/edit?usp=sharing
short/0162-cops-tackle-a-black-man-at-the-park-freeze-when-they-see-the.md,short,,Cops Tackle a Black Man at the Park — Freeze When They See the 4 Stars on the Jacket in His Bag,385,False,False,https://docs.google.com/document/d/1WOIX6FUmkuVXeBtyJD2q3Q4v6pQ6QNlQjlQwcl0RpnU/edit?usp=sharing
kich-ban/0163-patients-watched-rich-woman-slap-black-nurse-panic-spread-wh.md,long,83,Patients Watched Rich Woman Slap Black Nurse — Panic Spread When They Knew Who Nurse's Fiancé Is,6981,False,False,https://docs.google.com/document/d/1ffad_A8cYP21nzi0P9UMh107FiTUWqF5nNKT-EGDkhI/edit?usp=sharing
short/0164-billionaire-drags-his-black-maid-by-the-hair-she-screams-one.md,short,,Billionaire Drags His Black Maid by the Hair — She Screams One Word and He Drops to His Knees,406,False,False,https://docs.google.com/document/d/1AMKsr2fH5skDzlEpyf_BHkiFL9yNE04rqliZ_GcUNBs/edit?usp=sharing
kich-ban/0165-officer-slammed-black-man-against-wall-hands-trembled-when-f.md,long,84,Officer Slammed Black Man Against Wall — Hands Trembled When FBI Badge Fell From Wallet,7893,False,False,https://docs.google.com/document/d/1VyOzDb3JMOvyo9CHs0h2kypBH5NNytnFISLq9blWgPc/edit?usp=sharing
short/0166-cops-slapped-a-black-woman-on-her-first-day-they-didn-t-know.md,short,,Cops Slapped a Black Woman on Her First Day — They Didn't Know She Was Their New Boss,365,False,False,https://docs.google.com/document/d/1RlqEpEv7TV97PfTMldTHDfGB-VlwTaa9uEJd9vwI04I/edit?usp=sharing
kich-ban/0167-flight-attendant-slapped-black-woman-onboard-suddenly-crew-s.md,long,85,"Flight Attendant Slapped Black Woman Onboard — Suddenly, Crew Stood and Saluted ""Good Morning, Boss""",7994,False,False,https://docs.google.com/document/d/1IYMtHQY0Ng3-62zhSYOwF5jIgv9xlUYTwkqxloPbzMc/edit?usp=sharing
